Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory,Grapes
Tinto,Spain,Rioja,Gran+Familia,3.5,106,5.8,2015,red,assente
Finca+Cuesta+Clara+Raro+Reserva,Spain,Rioja,Campillo,4.2,106,39.99,2015,red,assente
Fronsac,France,Fronsac,Ch%C3%A2teau+la+Vieille+Cure,4.0,106,39.95,2005,red,assente
Ventoux,France,Ventoux,Xavier+Vignon,3.6,106,8.2,2016,red,assente
Hussonet+Cabernet+Sauvignon+Gran+Reserva,Chile,Maipo+Valley,Haras+de+Pirque,3.7,1060,15.95,2015,red,Cabernet+Sauvignon
Salice+Salentino+Riserva,Italy,Salice+Salentino,Marchese+di+Borgosole,3.9,1061,8.49,2016,red,assente
Chianti+Classico,Italy,Chianti+Classico,Isole+e+Olena,3.9,1063,20.86,2016,red,assente
Joseph+Meczan+Pinot+Nero+-+Blauburgunder+Alto+Adige,Italy,S%C3%BCdtirol+-+Alto+Adige,J.+Hofst%C3%A4tter,3.6,1064,13.48,2016,red,assente
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Tenuta+Il+Poggione,4.2,1065,36.63,2014,red,Brunello
Cabernet+Sauvignon,United+States,Columbia+Valley,Columbia+Winery,3.8,1065,17.75,2015,red,Cabernet+Sauvignon
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+L%C3%A9oville+Barton,4.4,1066,133.06,2009,red,assente
Pessac-L%C3%A9ognan+%28Grand+Cru+Class%C3%A9+de+Graves%29,France,Pessac-L%C3%A9ognan,Ch%C3%A2teau+Smith+Haut-Lafitte,4.4,1066,169.95,2005,red,assente
Cabernet+Sauvignon,Mexico,Valle+de+Guadalupe,L.+A.+Cetto,3.4,1066,8.65,2013,red,Cabernet+Sauvignon
Malbec,Argentina,Mendoza,Catena,4.1,10676,13.5,2017,red,Malbec
Saint-Est%C3%A8phe+%28Grand+Cru+Class%C3%A9%29,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+Lafon-Rochet,4.2,1069,75.98,2009,red,assente
Amarone+della+Valpolicella+Classico,Italy,Amarone+della+Valpolicella+Classico,Bolla,4.1,1069,28.99,2014,red,assente
Saint-%C3%89milion+Grand+Cru+%28Premier+Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Belair-Monange,4.0,107,130.97,2014,red,assente
Margaux+%28Grand+Cru+Class%C3%A9%29,France,Margaux,Ch%C3%A2teau+Lascombes,4.0,107,86.76,2017,red,assente
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+d%27Armailhac,3.9,107,52.64,2017,red,assente
Figure+Libre+Freestyle+Rouge,France,Pays+d%27Oc,Gayda,3.7,107,11.45,2018,red,assente
Pinot+Noir,France,Pays+d%27Oc,La+Forge+Estate,3.6,107,7.27,2018,red,Pinot+Noir
Tinto,Spain,Alicante,Vergel,3.6,107,7.35,2018,red,assente
Les+Coteaux+Cabernet+Sauvignon,South+Africa,Wellington,Mont+du+Toit,3.8,107,11.5,2015,red,Cabernet+Sauvignon
Mayro+Montepulciano+d%27Abruzzo,Italy,Montepulciano+d%27Abruzzo,Fosso+Corno,3.7,107,7.75,2015,red,Montepulciano
Barbera+d%27Alba,Italy,Barbera+d%27Alba,Comm.+G.B.+Burlotto,3.9,107,17.0,2018,red,Barbera
Blauer+Sp%C3%A4tburgunder,Germany,Baden,Ziereisen,3.7,107,11.31,2015,red,assente
Promontory,United+States,Napa+Valley,Promontory,4.7,107,721.34,2013,red,assente
Tempranillo+-+Merlot,Spain,Ribera+del+Duero,Rolland+%26+Galarreta+%27R%26G%27,3.7,107,13.95,2015,red,Merlot
Sankt+Laurent,Austria,Burgenland,Umathum,3.6,107,13.2,2017,red,Sankt+Laurent
Gigondas,France,Gigondas,M.+Chapoutier,3.9,107,24.8,2017,red,assente
Driopi+Classic+Agiorgitiko+Nemea,Greece,Nemea,%CE%9A%CF%84%CE%B7%CE%BC%CE%B1+%CE%A4%CF%83%CE%B5%CE%BB%CE%B5%CF%80%CE%BF%CF%85+%28Ktima+Tselepos%29,3.7,107,11.5,2017,red,Agiorgitiko
Magna+Malbec,Argentina,San+Juan,Callia,3.5,107,8.95,2018,red,Malbec
Nero,Italy,Salento,Conti+Zecca,4.0,107,25.12,2010,red,assente
Salice+Salentino,Italy,Salice+Salentino,Epicuro,3.6,107,6.25,2017,red,assente
Valpolicella+Superiore,Italy,Valpolicella,Rocca+Sveva,3.7,107,15.84,2014,red,assente
Gevrey-Chambertin,France,Gevrey-Chambertin,Chanson,4.1,107,50.9,2015,red,assente
Pago+de+los+Balagueses+Garnacha+Tintorera+-+Merlot,Spain,Valencia,Vegalfaro,3.8,107,16.9,2014,red,Merlot
Barolo+Liste,Italy,Barolo,Borgogno,4.2,107,80.01,2013,red,assente
Adrianna+Vineyard+Fortuna+Terrae+Malbec,Argentina,Mendoza,Catena+Zapata,4.6,107,89.9,2016,red,Malbec
Malbec+de+Purcari,Moldova,South+Eastern,Ch%C3%A2teau+Purcari,4.1,107,11.98,2018,red,Malbec
Esprit+de+Granit+Saint-Joseph,France,Saint-Joseph,Cave+de+Tain,4.0,107,27.93,2012,red,assente
Bachgart+Blauburgunder,Italy,S%C3%BCdtirol+-+Alto+Adige,Klaus+Lentsch,3.8,107,19.9,2016,red,assente
Crianza,Spain,Rioja,Campo+Viejo,3.5,1070,7.99,2016,red,assente
Margaux+de+Brane+%28Margaux+de+Henri+Lurton%29,France,Margaux,Ch%C3%A2teau+Brane-Cantenac,3.8,1070,34.2,2014,red,assente
Shiraz,South+Africa,Swartland,Allesverloren,3.6,1070,10.9,2017,red,Shiraz
Rubesco+Rosso+di+Torgiano,Italy,Torgiano,Lungarotti,3.7,1071,9.8,2016,red,assente
Yamhill+Cuv%C3%A9e+Pinot+Noir,United+States,Willamette+Valley,Domaine+Serene,4.3,1071,59.0,2014,red,Pinot+Noir
Gran+Enemigo,Argentina,Mendoza,El+Enemigo,4.5,1072,62.39,2015,red,assente
Mac%C3%A1n+Cl%C3%A1sico,Spain,Rioja,Benjamin+de+Rothschild+-+Vega+Sicilia,4.3,1073,48.54,2015,red,assente
Zinfandel,United+States,North+Coast,Ghost+Pines,3.9,1075,17.29,2016,red,Zinfandel
Reserve+Malbec,Argentina,Tupungato,Sophenia,3.8,1076,13.09,2016,red,Malbec
Saint-Est%C3%A8phe,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+de+Pez,3.9,1077,36.9,2011,red,assente
Rosso+di+Montalcino+Leopoldo+Franceschi,Italy,Rosso+di+Montalcino,Tenuta+Il+Poggione,3.9,1077,21.34,2014,red,assente
Saint-Est%C3%A8phe+%28Grand+Cru+Class%C3%A9%29,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+Lafon-Rochet,4.1,1077,79.95,2005,red,assente
Diamond+Collection+Zinfandel+%28Red+Label%29,United+States,Napa+Valley,Francis+Ford+Coppola,3.9,1078,21.39,2016,red,Zinfandel
Overture,United+States,Napa+Valley,Opus+One,4.4,10799,154.99,2025,red,assente
N%C3%A8prica+Cabernet+Sauvignon,Italy,Puglia,Tormaresca,3.5,108,8.33,2018,red,Cabernet+Sauvignon
Veneto+Rosso+del+Bepi,Italy,Veneto,Quintarelli+Giuseppe,4.4,108,115.92,2010,red,assente
Taurasi,Italy,Taurasi,Feudi+di+San+Gregorio,4.1,108,17.45,2015,red,assente
Tributo+Carmen%C3%A8re,Chile,Colchagua+Valley,Caliterra,3.7,108,9.64,2018,red,assente
Lalande-de-Pomerol,France,Lalande-de-Pomerol,Ch%C3%A2teau+Les+Hauts-Conseillants,4.0,108,20.37,2014,red,assente
Coteaux+Du+Languedoc+La+Clape+L%27Hospitalitas,France,La+Clape,G%C3%A9rard+Bertrand,4.4,108,71.39,2015,red,assente
Shiraz,South+Africa,Stellenbosch,Kaapzicht,4.0,108,15.55,2015,red,Shiraz
Gigondas+Valbelle,France,Gigondas,Ch%C3%A2teau+de+Saint+Cosme,4.3,108,49.95,2015,red,assente
Primitivo+di+Manduria,Italy,Primitivo+di+Manduria,Terre+di+Campo+Sasso,4.1,108,8.28,2018,red,Primitivo
Redhill+Pinotage,South+Africa,Stellenbosch,Simonsig,4.2,108,19.4,2017,red,Pinotage
Finca+Dof%C3%AD,Spain,Priorat,%C3%81lvaro+Palacios,4.4,108,69.95,2017,red,assente
Unique+Selection,Chile,Colchagua+Valley,Siegel,4.2,108,28.9,2015,red,assente
Sud+Malvasia+Nera,Italy,Salento,San+Marzano,3.9,108,7.25,2016,red,Malvasia
Alboreto+Nobile+di+Montepulciano,Italy,Vino+Nobile+di+Montepulciano,Talosa,3.9,108,14.13,2016,red,Montepulciano
Tempranillo+Reserva,Spain,Rioja,Bodegas+Amaren,4.2,108,34.9,2010,red,Tempranillo
Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+Picon,3.5,108,7.35,2017,red,assente
Valpolicella+Valpantena,Italy,Valpolicella+Valpantena,Costa+Arente,3.8,108,15.67,2017,red,assente
Poggio+Al+Tufo+Alicante,Italy,Maremma+Toscana,Tommasi,3.9,108,20.32,2015,red,assente
Conde+de+Valdemar+Reserva,Spain,Rioja,Bodegas+Valdemar,4.0,108,13.26,2012,red,assente
Rondeur+Appassimento,France,Pays+d%27Oc,Domaine+La+Grange,4.2,108,9.37,2018,red,assente
Zarihs+Syrah,Spain,Campo+de+Borja,Borsao,4.1,108,15.69,2016,red,Syrah
Merlot+Selecci%C3%B3n,Spain,Extremadura,Coloma,4.0,108,11.95,2016,red,Merlot
Tinto,Spain,Castilla+y+Le%C3%B3n,Dehesa+La+Granja,4.1,108,35.0,2000,red,assente
Siebeneich+Merlot+Riserva,Italy,S%C3%BCdtirol+-+Alto+Adige,Colterenzio+%28Schreckbichl%29,3.8,108,19.01,2016,red,Merlot
Cabernet+Sauvignon,South+Africa,Stellenbosch,Stark-Cond%C3%A9,3.8,108,11.99,2017,red,Cabernet+Sauvignon
Amarone,Italy,Amarone+della+Valpolicella,Musella,4.2,108,29.12,2012,red,assente
Reserva,Spain,Rioja,Ortega+Ezquerro,3.9,108,13.95,2012,red,assente
Palha+Canas+Tinto,Portugal,Lisboa,Casa+Santos+Lima,3.6,108,8.9,2016,red,assente
12+e+Mezzo+Primitivo+del+Salento,Italy,Salento,Varvaglione,3.9,1080,7.25,2017,red,Primitivo
50+%26+50,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,red,assente
Cabernet+Sauvignon+de+Purcari,Moldova,South+Eastern,Ch%C3%A2teau+Purcari,4.1,1082,12.98,2017,red,Cabernet+Sauvignon
Ca%27Marcanda+Promis+Toscana,Italy,Toscana,Gaja,4.0,1083,30.9,2017,red,assente
Cabernet+Sauvignon+-+Merlot,Spain,Somontano,Enate,3.6,1084,9.5,2015,red,Cabernet+Sauvignon
Conde+de+Valdemar+Gran+Reserva,Spain,Rioja,Bodegas+Valdemar,4.0,1084,19.99,2008,red,assente
Whole+Berry+Cabernet+Sauvignon,South+Africa,Robertson,Springfield+Estate,4.1,1084,16.75,2017,red,Cabernet+Sauvignon
Cl%C3%A1sico+Garnacha,Spain,Campo+de+Borja,Borsao,3.6,1085,5.99,2018,red,assente
Sideral,Chile,Cachapoal+Valley,Alta%C3%AFr,4.2,1085,21.45,2017,red,assente
Charles+Wetmore+Cabernet+Sauvignon,United+States,Livermore+Valley,Wente,4.0,1086,21.1,2014,red,Cabernet+Sauvignon
Saint-Est%C3%A8phe,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+de+Pez,4.0,1089,33.9,2012,red,assente
Gran+Reserva+Cabernet+Sauvignon,Chile,Maipo+Valley,Carmen,3.8,1089,11.65,2017,red,Cabernet+Sauvignon
Mentor+Cabernet,Australia,Barossa,Peter+Lehmann,3.9,109,32.69,2013,red,assente
Montagne-Saint-%C3%89milion,France,Montagne-Saint-%C3%89milion,Clos+de+Bouard,4.0,109,27.2,2016,red,assente
Les+C%C3%A9pages+Cabernet+Sauvignon,France,Pays+d%27Oc,Baron+Philippe+de+Rothschild,3.4,109,7.27,2018,red,Cabernet+Sauvignon
L%27Esprit+Terroir+La+Clape,France,La+Clape,Ch%C3%A2teau+Rouquette+Sur+Mer,3.8,109,14.95,2015,red,assente
Saint-%C3%89milion+Grand+Cru+%28Premier+Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Belair-Monange,4.3,109,224.95,2015,red,assente
Pinot+Noir,United+States,Central+Coast,Ryder+Estate,3.7,109,16.72,2017,red,Pinot+Noir
Malbec,France,Comt%C3%A9+Tolosan,Carmelle,3.7,109,6.45,2018,red,Malbec
Merlot,United+States,Washington,Stimson+Estate+Cellars,3.6,109,8.29,2015,red,Merlot
Blaufr%C3%A4nkisch,Austria,Burgenland,Krutzler,3.5,109,8.98,2017,red,Blaufr%C3%A4nkisch
I+Sodi+del+Paretaio,Italy,Chianti,Badia+di+Morrona,3.5,109,7.99,2018,red,assente
Villa+Blanche+Syrah,France,Pays+d%27Oc,Calmel+%26+Joseph,3.8,109,7.4,2017,red,Syrah
Arbossar,Spain,Priorat,Terroir+Al+L%C3%ADmit+Soc.+Lda,4.0,109,60.0,2016,red,assente
Amarone+Della+Valpolicella+Marta+Galli,Italy,Amarone+della+Valpolicella,Le+Ragose,4.3,109,59.9,2007,red,assente
Vera+Cruz+Shiraz,South+Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,red,Shiraz
Poggio+d%27Arna+Toscana,Italy,Toscana,Tenuta+di+Sesta,4.0,109,12.58,2016,red,assente
Contador+Rioja,Spain,Rioja,Bodega+Contador+%28Benjam%C3%ADn+Romeo%29,4.6,109,328.95,2014,red,assente
Fronsac,France,Fronsac,Ch%C3%A2teau+Moulin+Haut-Laroque,4.0,109,22.37,2015,red,assente
Pinot+Noir+%2A%2A%2A,Germany,Baden,Weingut+Holger+Koch,3.6,109,29.95,2014,red,Pinot+Noir
Lemberger+Trocken,Germany,W%C3%BCrttemberg,Grafen+Neipperg,3.2,109,9.6,2014,red,assente
Sestal,Spain,Mallorca,Ses+Talaioles,4.2,109,31.68,2014,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Gombaude-Guillot,4.1,109,68.81,2012,red,assente
Priorat+Cruor,Spain,Priorat,Casa+Gran+del+Siurana,4.1,109,20.99,2016,red,assente
Domaine+de+la+Madone+Beaujolais+Le+Perr%C3%A9on,France,Beaujolais,Jean-Marc+Despres,3.7,109,8.67,2018,red,assente
Saint-Est%C3%A8phe,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+Clauzet,3.8,109,24.75,2016,red,assente
Valpolicella+Superiore,Italy,Valpolicella,Allegrini,3.7,1092,13.16,2014,red,assente
The+Scribbler+Cabernet+-+Shiraz,Australia,Barossa+Valley,Yalumba,3.6,1093,20.76,2013,red,Shiraz
Boom+Boom%21+Syrah,United+States,Columbia+Valley,Charles+Smith,3.5,1093,18.42,2016,red,Syrah
Margaux+%28Grand+Cru+Class%C3%A9%29,France,Margaux,Ch%C3%A2teau+Prieur%C3%A9-Lichine,4.2,1094,79.0,2010,red,assente
Crianza+Tempranillo,Spain,Rioja,Baigorri,3.8,1097,12.6,2016,red,Tempranillo
Berola,Spain,Campo+de+Borja,Borsao,3.9,1098,14.5,2014,red,assente
Blaufr%C3%A4nkisch,Austria,Burgenland,Rosi+Schuster,3.7,110,14.9,2017,red,Blaufr%C3%A4nkisch
Sp%C3%A4tburgunder,Germany,Ahr,Jean+Stodden,3.5,110,12.4,2017,red,assente
Brunello+di+Montalcino+Riserva,Italy,Brunello+di+Montalcino,Biondi-Santi,4.5,110,447.43,2011,red,Brunello
Cabernet+Sauvignon,Argentina,Uco+Valley,DiamAndes,3.8,110,16.99,2015,red,Cabernet+Sauvignon
Italian+Collection+Tosca,South+Africa,Stellenbosch,Morgenster+Estate,4.0,110,24.32,2011,red,Italia
Cabernet+Sauvignon,South+Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,red,Cabernet+Sauvignon
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Clos+des+Jacobins,4.2,110,58.95,2005,red,assente
Nero+d%27Avola,Italy,Terre+Siciliane,Fatascia,3.6,110,7.53,2018,red,Nero+d%27Avola
Givry,France,Givry,Joseph+Drouhin,3.9,110,19.4,2017,red,assente
Bordeaux+R%C3%A9serve+Rouge,France,Bordeaux,Ch%C3%A2teau+Rauzan+Despagne,3.4,110,18.9,2015,red,assente
Bricco+Dei+Merli+Barbera+d%27Alba,Italy,Barbera+d%27Alba,Elvio+Cogno,3.6,110,19.95,2014,red,Barbera
Bandol+Rouge,France,Bandol,Gros%27+Nor%C3%A9,3.9,110,59.0,2007,red,assente
Teldeschi+Vineyard+Zinfandel,United+States,Dry+Creek+Valley,Ravenswood,4.0,110,33.95,2016,red,Zinfandel
Ornato+Barolo,Italy,Barolo,Pio+Cesare,4.2,110,81.97,2015,red,assente
Colledil%C3%A0+Chianti+Classico+Gran+Selezione,Italy,Chianti+Classico,Ricasoli,4.2,110,45.0,2016,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+La+Grave+%28Trigant+de+Boisset%29,3.8,110,31.2,2013,red,assente
1921+Primitivo+di+Manduria+Riserva,Italy,Primitivo+di+Manduria,Varvaglione,4.1,110,39.9,2012,red,Primitivo
Martelo+Reserva,Spain,Rioja,Torre+de+O%C3%B1a,4.0,110,28.41,2012,red,assente
Rosso+di+Montepulciano+Prugnolo,Italy,Rosso+di+Montepulciano,Boscarelli,3.7,110,12.9,2017,red,Montepulciano
Valley+Oaks+Cabernet+Sauvignon,United+States,California,Fetzer,3.6,1102,11.19,2016,red,Cabernet+Sauvignon
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Branaire-Ducru,4.2,1103,88.95,2005,red,assente
The+Pundit,United+States,Columbia+Valley,Tenet+Wines,3.9,1104,27.99,2016,red,assente
Pinot+Noir,United+States,Los+Carneros,Black+Stallion,3.9,1105,34.32,2016,red,Pinot+Noir
Don+Maximiano+Founder%27s+Reserve,Chile,Aconcagua+Valley,Errazuriz,4.4,1106,83.6,2015,red,assente
Marne+180+Amarone+della+Valpolicella,Italy,Amarone+della+Valpolicella,Tedeschi,4.3,1106,31.9,2015,red,assente
Chronicon+Montepulciano+d%27Abruzzo,Italy,Montepulciano+d%27Abruzzo,Cantina+Zaccagnini,3.9,1106,11.95,2013,red,Montepulciano
Emilien,France,C%C3%B4tes+de+Bordeaux,Ch%C3%A2teau+le+Puy,4.0,1106,39.9,2015,red,assente
Pinot+Nero,Italy,S%C3%BCdtirol+-+Alto+Adige,Castel+Sallegg,3.6,111,11.5,2016,red,assente
Single+Estate+Red,Portugal,Alentejano,Azamor,3.9,111,9.65,2015,red,assente
Pinot+Noir,Austria,Neusiedlersee,Pittnauer,3.8,111,11.95,2018,red,Pinot+Noir
Fronsac,France,Fronsac,Ch%C3%A2teau+Moulin+Haut-Laroque,3.8,111,17.5,2013,red,assente
Pinot+Noir,Germany,Pfalz,Matthias+Gaul,3.7,111,9.9,2018,red,Pinot+Noir
V%C3%BCrs%C3%B9+Barbaresco+Gallina,Italy,Barbaresco,La+Spinetta,4.3,111,115.7,2014,red,assente
Montesodi+Toscana,Italy,Toscana,Castello+Nipozzano,4.2,111,44.57,2016,red,assente
Colle+Ambro+Rosso+Piceno,Italy,Rosso+Piceno,Garofoli,3.5,111,7.9,2017,red,assente
AN%2F2,Spain,Mallorca,%C3%80nima+Negra,4.1,111,19.99,2018,red,assente
Oraison+C%C3%B4tes+du+Rh%C3%B4ne,France,C%C3%B4tes-du-Rh%C3%B4ne,Badet+Clement,3.4,111,8.5,2016,red,assente
Etna+San+Lorenzo+Rosso,Italy,Etna,Tenuta+delle+Terre+Nere,4.2,111,39.9,2017,red,assente
Negroamaro,Italy,Puglia,A+Mano,3.5,111,6.75,2017,red,Negroamaro
Breg+Rosso,Italy,Venezia+Giulia,Gravner,4.2,111,95.55,2004,red,assente
Gigondas+Le+Claux,France,Gigondas,Ch%C3%A2teau+de+Saint+Cosme,4.3,111,59.95,2011,red,assente
C%C3%B4tes+du+Rh%C3%B4ne+Villages+Sablet,France,C%C3%B4tes-du-Rh%C3%B4ne-Villages+%27Sablet%27,Ch%C3%A2teau+du+Trignon,3.8,111,10.67,2012,red,assente
Paleo,Italy,Toscana,Le+Macchiole,4.5,111,92.05,2016,red,assente
Dominio+de+Fontana+Garnacha+-+Syrah,Spain,Ucl%C3%A9s,Bodegas+Fontana,3.6,111,7.36,2017,red,Syrah
Rosso+di+Montalcino,Italy,Rosso+di+Montalcino,Casanova+di+Neri,4.0,111,20.9,2017,red,assente
Carchelo+%28C%29,Spain,Jumilla,Carchelo,3.6,111,8.92,2017,red,assente
Reserva+Rioja+%28Finca+Ygay%29,Spain,Rioja,Marqu%C3%A9s+de+Murrieta,4.0,111,18.0,2016,red,assente
Barrel+Selection+Cabernet+Sauvignon,Argentina,Uco+Valley,Salentein,3.6,111,12.9,2018,red,Cabernet+Sauvignon
Syrah,South+Africa,Stellenbosch,Zevenwacht,4.1,111,13.99,2016,red,Syrah
Don+Antonio+Nero+d%27Avola+%28Riserva%29,Italy,Sicilia,Morgante,4.2,111,25.9,2016,red,Nero+d%27Avola
Wunderwerk+Sp%C3%A4tburgunder,Germany,Rheinhessen,Dreissigacker,3.8,111,27.0,2014,red,assente
Clos+d%27Ora,France,Minervois+La+Livini%C3%A8re,G%C3%A9rard+Bertrand,4.5,111,229.0,2015,red,assente
Hommage+%C3%A0+Jacques+Perrin+Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Ch%C3%A2teau+de+Beaucastel,4.6,111,515.0,2016,red,assente
Director%27s+Cut+Zinfandel,United+States,Dry+Creek+Valley,Francis+Ford+Coppola,4.1,1110,32.5,2015,red,Zinfandel
Reserva+Ribera+del+Duero,Spain,Ribera+del+Duero,Condado+de+Oriza,3.7,1111,14.52,2014,red,assente
Amarone+della+Valpolicella+Classico,Italy,Amarone+della+Valpolicella+Classico,Allegrini,4.3,1111,50.69,2015,red,assente
Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,E.+Guigal,4.1,1112,32.54,2015,red,assente
Reserve+Pinot+Noir,Argentina,Uco+Valley,Salentein,3.8,1114,15.69,2014,red,Pinot+Noir
Malbec,Argentina,Mendoza,Argento,3.6,1117,9.99,2018,red,Malbec
Rioja+Reserva,Spain,Rioja,Marqu%C3%A9s+de+Riscal,4.1,11170,15.5,2015,red,assente
Moulis-en-M%C3%A9doc,France,Moulis-en-M%C3%A9doc,Ch%C3%A2teau+Chasse-Spleen,3.9,1118,43.77,2014,red,assente
Plumbago+Nero+d%27Avola+Sicilia,Italy,Sicilia,Planeta,3.6,1118,13.93,2016,red,Nero+d%27Avola
Vigna+Corvino+Montepulciano+d%27Abruzzo,Italy,Montepulciano+d%27Abruzzo,Contesa,3.8,112,6.32,2018,red,Montepulciano
Cabernet+Sauvignon,Romania,Samburesti,Castel+Bolovanu,3.3,112,7.9,2016,red,Cabernet+Sauvignon
C%C3%B3dice,Spain,Castilla+y+Le%C3%B3n,Dominio+de+Eguren,3.5,112,5.75,2017,red,assente
Pinot+Noir,South+Africa,Walker+Bay,Creation,3.9,112,18.99,2018,red,Pinot+Noir
Aigle+Les+Murailles+Rouge,Switzerland,Aigle,Henri+Badoux,3.7,112,23.17,2015,red,assente
Big+G,South+Africa,Franschhoek,Holden+Manz,4.2,112,23.9,2015,red,assente
Barbera+d%27Alba+Aves,Italy,Barbera+d%27Alba,Comm.+G.B.+Burlotto,4.0,112,24.0,2018,red,Barbera
Chinon+Rouge,France,Chinon,Domaine+Gouron,3.5,112,8.75,2015,red,assente
Bardolino,Italy,Bardolino,Corte+Giara,3.5,112,5.9,2016,red,assente
Provident+Shiraz,Australia,Barossa+Valley,Soul+Growers,3.6,112,24.37,2016,red,Shiraz
Perdixi,Italy,Isola+dei+Nuraghi,Olianas,3.7,112,19.5,2013,red,assente
Puisseguin+Saint-%C3%89milion,France,Puisseguin-Saint-%C3%89milion,Ch%C3%A2teau+Moulin+de+Curat,3.4,112,10.75,2013,red,assente
Pissarres,Spain,Priorat,Costers+del+Priorat,4.0,112,12.85,2017,red,assente
Arcidiavolo,Italy,Toscana,Teruzzi+%26+Puthod,4.2,112,17.45,2008,red,assente
Colheita+Alentejano+Tinto,Portugal,Alentejano,Monte+Cascas,3.6,112,9.65,2015,red,assente
Malbec,Argentina,Uco+Valley,DiamAndes,3.6,1122,16.56,2013,red,Malbec
Bordeaux+Rouge,France,Bordeaux,Baron+Philippe+de+Rothschild,3.2,1123,7.95,2014,red,assente
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Pichon+Baron,4.4,1125,139.0,2011,red,assente
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Grand-Puy-Lacoste,4.2,1125,76.95,2011,red,assente
Selvarossa+Riserva,Italy,Salice+Salentino,Cantine+due+Palme,4.0,1125,14.95,2014,red,assente
Rocca+Guicciarda+Chianti+Classico+Riserva,Italy,Chianti+Classico,Ricasoli,3.7,1129,13.79,2016,red,assente
Diamond+Collection+Malbec+%28Celestial+Blue+Label%29,United+States,Napa+Valley,Francis+Ford+Coppola,3.6,113,26.31,2017,red,Malbec
Rioja+Tempranillo+Elaboraci%C3%B3n+Especial,Spain,Rioja,Beronia,3.7,113,11.99,2017,red,Tempranillo
Pomerol,France,Pomerol,Ch%C3%A2teau+Moulinet-Lasserre,4.1,113,46.79,2015,red,assente
1300+Merlot,Argentina,Tupungato,Andeluna,3.3,113,7.7,2016,red,Merlot
Tradition+Sp%C3%A4tburgunder,Germany,Franken,Rudolf+F%C3%BCrst,3.8,113,16.9,2017,red,assente
Nebbiolo+Langhe,Italy,Langhe,Giacomo+Fenocchio,3.7,113,16.9,2018,red,Nebbiolo
Pinot+Noir,United+States,California,Spellbound,3.6,113,14.49,2016,red,Pinot+Noir
Tenuta+Belguardo,Italy,Maremma+Toscana,Mazzei,3.8,113,49.0,2015,red,assente
Kalkmergel+Sp%C3%A4tburgunder,Germany,Pfalz,Knipser,3.8,113,23.38,2014,red,assente
Merlot,Italy,S%C3%BCdtirol+-+Alto+Adige,Alois+Lageder,3.7,113,17.79,2015,red,Merlot
Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Clos+des+Papes+%28Paul+Avril%29,4.2,113,86.76,2017,red,assente
Chianti+Classico,Italy,Chianti+Classico,Monte+Guelfo,3.4,113,8.29,2016,red,assente
Valdehermoso+Crianza,Spain,Ribera+del+Duero,Valderiz,3.7,113,13.5,2016,red,assente
Bel+Noce+Primitivo,Italy,Salento,Cantina+Rosa+del+Golfo,4.2,113,9.78,2017,red,Primitivo
Moulin+des+Costes+Bandol+Rouge,France,Bandol,Domaines+Bunan,3.7,113,115.0,2011,red,assente
Sapaio+Bolgheri+Superiore,Italy,Bolgheri+Superiore,Podere+Sapaio,4.2,113,54.81,2016,red,assente
Rosso+di+Montalcino,Italy,Rosso+di+Montalcino,Poggio+Landi,3.7,113,13.5,2015,red,assente
C%C3%B4tes+du+Rh%C3%B4ne,France,C%C3%B4tes-du-Rh%C3%B4ne,Rocca+Maura,3.4,113,7.5,2016,red,assente
Filo+di+Seta+Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Castello+Romitorio,4.3,113,52.87,2012,red,Brunello
